	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV1173		Kingdom_	Kingdom_	Kingdom_	Kingdom_	Kingdom_		"Impatiens hawkeri chloroplast, complete genome"	Kingdom_
ASV1174	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone A345 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium		"Uncultured bacterium clone 1513 16S ribosomal RNA gene, partial sequence"	Rubellimicrobium
ASV1176	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone 16S_rRNA_OTU_4480690 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV1177	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Bombella		"Tecomaria capensis voucher L.H.M. Fonseca 305 18S ribosomal RNA (rrn18) gene, complete sequence; mitochondrial"	Bombella
ASV1178	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone 16S_rRNA_OTU_837075 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1179	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Isoptericola sp. strain HNM0594 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV1180	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola		"Uncultured bacterium clone dongzytff52568 16S ribosomal RNA gene, partial sequence"	Isoptericola
ASV1181	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Noviherbaspirillum sp. strain C10-2 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV1182	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium		"Acinetobacter dispersus strain ASL31 16S ribosomal RNA gene, partial sequence"	Oxalicibacterium
ASV1183	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Paenibacillus sp. strain IMP-BG-B071 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV1184	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Pseudomonas migulae strain JX-9 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV1185	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Teesdalia nudicaulis chloroplast, complete genome"	Pseudomonas
ASV1186	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone denovo17171 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1187	Bacteria	Chloroflexi	Ktedonobacteria	C0119	Order_C0119	Order_C0119		"Uncultured actinobacterium clone Paddy_500_9305 16S ribosomal RNA gene, partial sequence"	Order_C0119
ASV1188	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Capparis spinosa var. ovata chloroplast, complete genome"	Marmoricola
ASV1189	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sphingomonas hunanensis strain MT_AA_10_I.27F 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1190	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	hunanensis	"Paenarthrobacter sp. strain T236 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV1191	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter		"Uncultured bacterium clone A59 16S ribosomal RNA gene, partial sequence"	Paenarthrobacter
ASV1192	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured Solirubrobacter sp. clone OTU_609 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV1193	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Jatrophihabitans sp. BR-242 gene for 16S ribosomal RNA, partial sequence"	Solirubrobacter
ASV1194	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans		"Uncultured bacterium clone OTU_333 16S ribosomal RNA gene, partial sequence"	Jatrophihabitans
ASV1195	Bacteria	Firmicutes	Thermincolia	Carboxydocellales	Carboxydocellaceae	Carboxydocella		"Uncultured Flavobacterium sp. OTU11 (A01) gene for 16S rRNA, partial sequence"	Carboxydocella
ASV1196	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		"Streptomyces yeochonensis strain NBRC 100782 16S ribosomal RNA, partial sequence"	Flavobacterium
ASV1197	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Family_Streptomycetaceae		"Uncultured bacterium 172MD12008 gene for 16S rRNA, partial sequence"	Family_Streptomycetaceae
ASV1198	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	otitidis	"Uncultured bacterium clone RodItRh16af_E09 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV1199	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter		"Herbiconiux sp. SALV-R1 chromosome, complete genome"	Modestobacter
ASV1200	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux		"Uncultured bacterium clone 2569 16S ribosomal RNA gene, partial sequence"	Herbiconiux
ASV1201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola		"Mesorhizobium sp. strain Alpha-39 16S ribosomal RNA gene, partial sequence"	Psychroglaciecola
ASV1202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Family_Stappiaceae		uncultured bacterium partial 16S rRNA gene	Family_Stappiaceae
ASV1203	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Proteiniboraceae	Proteiniborus		"Teesdalia nudicaulis chloroplast, complete genome"	Proteiniborus
ASV1204	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Burkholderia sp. strain PSB3 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1205	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		"Friedmanniella endophytica strain 4Q3S-3 16S ribosomal RNA, partial sequence"	Burkholderia-Caballeronia-Paraburkholderia
ASV1206	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Family_Propionibacteriaceae		"Uncultured Prevotella sp. clone M-p81 16S ribosomal RNA gene, partial sequence"	Family_Propionibacteriaceae
ASV1207	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		"Pseudomonas peli strain BaTD-340 16S ribosomal RNA gene, partial sequence"	Prevotella
ASV1208	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Uncultured bacterium clone A1192 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV1209	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sonchus asper isolate VIL-1 chloroplast, complete genome"	Order_Chloroplast
ASV1210	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone ESC2a26c12 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1211	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Rubrobacter
ASV1212	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Brachybacterium paraconglomeratum strain YJGR34 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV1213	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium		"Uncultured bacterium clone denovo15524 16S ribosomal RNA gene, partial sequence"	Brachybacterium
ASV1214	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8		"Bacillus horikoshii strain NB77 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 8
ASV1215	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Pantoea dispersa strain MLTBY6 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV1216	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Order_Enterobacterales	Order_Enterobacterales		"Uncultured bacterium clone OTU_899 16S ribosomal RNA gene, partial sequence"	Order_Enterobacterales
ASV1217	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Family_Acetobacteraceae		"Uncultured bacterium clone 2007WL_16S_OTU_1515 16S ribosomal RNA gene, partial sequence"	Family_Acetobacteraceae
ASV1218	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Family_67-14		"Friedmanniella sp. BR-149 gene for 16S ribosomal RNA, partial sequence"	Family_67-14
ASV1219	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella		"Mycolicibacterium celeriflavum JCM 18439 DNA, complete genome"	Friedmanniella
ASV1220	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Uncultured bacterium clone OTU_500 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV1221	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-007		"Uncultured bacterium clone ELA_111314_OTU_2647 16S ribosomal RNA gene, partial sequence"	Lachnospiraceae UCG-007
ASV1222	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter		"Paris tetraphylla chloroplast, complete genome"	Candidatus Ovatusbacter
ASV1223	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		Marchantia paleacea chloroplast genome DNA	Order_Chloroplast
ASV1224	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV1225	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu02643 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1226	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured organism clone 2525 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Family_Rhodobacteraceae		"Paracoccus luteus 16S ribosomal RNA gene, partial sequence"	Family_Rhodobacteraceae
ASV1228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Uncultured Pseudonocardia sp. clone OTU159 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV1229	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Prosopis cineraria chloroplast, complete genome"	Pseudonocardia
ASV1230	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone 1.4G_58963 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1231	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Order_Microtrichales	Order_Microtrichales		"Cannabis sativa mitochondrion, complete genome"	Order_Microtrichales
ASV1232	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone BIGH1321 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1233	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Sonchus asper isolate VIL-1 chloroplast, complete genome"	Family_Mitochondria
ASV1234	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV1235	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Phaseolibacter flectens strain T7F1(3) 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1236	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Family_Enterobacteriaceae		"Uncultured bacterium clone dongzy2tff4306 16S ribosomal RNA gene, partial sequence"	Family_Enterobacteriaceae
ASV1237	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Uncultured bacterium clone OTU_23426 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV1238	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	GTL1		"Cannabis sativa mitochondrion, complete genome"	GTL1
ASV1239	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Blastococcus sp. strain isolate_SN27_51.1 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1240	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus		uncultured bacterium partial 16S rRNA gene	Blastococcus
ASV1241	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Uncultured bacterium clone 2517 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV1242	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	KCM-B-112		"Uncultured Dialister sp. partial 16S rRNA gene, isolate W078N_11903"	KCM-B-112
ASV1243	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister		"Uncultured Solirubrobacterales bacterium clone OTU336 16S ribosomal RNA gene, partial sequence"	Dialister
ASV1244	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Primula bulleyana chloroplast, complete genome"	Solirubrobacter
ASV1245	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Deinococcus sp. AN16 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1246	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		"Noviherbaspirillum sp. strain B73 16S ribosomal RNA gene, partial sequence"	Deinococcus
ASV1247	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: TSNSR002_M09"	Noviherbaspirillum
ASV1248	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 5		"Ktedonobacter sp. strain SCAWS-G2 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 5
ASV1249	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Family_Ktedonobacteraceae		"Lysinibacillus sp. strain P5-19 16S ribosomal RNA gene, partial sequence"	Family_Ktedonobacteraceae
ASV1250	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Rheinheimera texasensis strain T287_BM 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV1251	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera		"Janibacter limosus strain cqsV27 16S ribosomal RNA gene, partial sequence"	Rheinheimera
ASV1252	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Family_Intrasporangiaceae		uncultured bacterium partial 16S rRNA gene	Family_Intrasporangiaceae
ASV1253	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	mayombei	"PREDICTED: Apis cerana uncharacterized LOC114577886 (LOC114577886), ncRNA"	Terrisporobacter
ASV1254	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria		"Ochrobactrum intermedium strain 411 16S ribosomal RNA gene, partial sequence"	Kingdom_Bacteria
ASV1255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum		"Uncultured bacterium clone A629 16S ribosomal RNA gene, partial sequence"	Ochrobactrum
ASV1256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		"Uncultured bacterium clone 50109_AL211_2666 16S ribosomal RNA gene, partial sequence"	Mesorhizobium
ASV1257	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517		"Streptomyces sp. strain T569 16S ribosomal RNA gene, partial sequence"	Ellin517
ASV1258	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Gynoxys mandonii isolate SEN04 voucher B:DB27409 plastid, complete genome"	Streptomyces
ASV1259	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Gynoxys mandonii isolate SEN04 voucher B:DB27409 plastid, complete genome"	Order_Chloroplast
ASV1260	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Cannabis sativa mitochondrion, complete genome"	Order_Chloroplast
ASV1261	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone HL15-40 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1262	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga		"Uncultured bacterium clone A515 16S ribosomal RNA gene, partial sequence"	Microvirga
ASV1263	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Pseudokineococcus		"Uncultured bacterium clone 13ABAL_C06 16S ribosomal RNA gene, partial sequence"	Pseudokineococcus
ASV1264	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Catonella		"Teesdalia nudicaulis chloroplast, complete genome"	Catonella
ASV1265	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone OTU_12652 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1266	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	Family_cvE6		"Uncultured bacterium clone A494_Bac911 16S ribosomal RNA gene, partial sequence"	Family_cvE6
ASV1267	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Order_Chitinophagales	Order_Chitinophagales		"Uncultured bacterium clone 5409 16S ribosomal RNA gene, partial sequence"	Order_Chitinophagales
ASV1268	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	RS25G		"Uncultured prokaryote clone Otu02229 16S ribosomal RNA gene, partial sequence"	RS25G
ASV1269	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum		"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence"	Cellulosilyticum
ASV1270	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Uncultured Bacillales bacterium clone MF1 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV1271	Bacteria	Firmicutes	Bacilli	Class_Bacilli	Class_Bacilli	Class_Bacilli		"Rhizobiaceae bacterium CRRU44 16S ribosomal RNA gene, partial sequence"	Class_Bacilli
ASV1272	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Family_Rhizobiaceae		"Uncultured bacterium clone 16S(V3-V4)-1340 16S ribosomal RNA gene, partial sequence"	Family_Rhizobiaceae
ASV1273	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Family_Paenibacillaceae		"Uncultured bacterium clone B2 16S ribosomal RNA gene, partial sequence"	Family_Paenibacillaceae
ASV1274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Family_Beijerinckiaceae		"Uncultured bacterium clone DR135 16S ribosomal RNA gene, partial sequence"	Family_Beijerinckiaceae
ASV1275	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Solimonas		"Erwinia amylovora Eaap3-1 gene for 16S rRNA, partial sequence"	Solimonas
ASV1276	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia		"Uncultured bacterium clone A1318 16S ribosomal RNA gene, partial sequence"	Erwinia
ASV1277	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera		"Lysinibacillus massiliensis strain EB184 16S ribosomal RNA gene, partial sequence"	Rheinheimera
ASV1278	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Teesdalia nudicaulis chloroplast, complete genome"	Lysinibacillus
ASV1279	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone OTU_900 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1280	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	Order_Paludibaculum	Order_Paludibaculum		"Uncultured prokaryote clone Otu03187 16S ribosomal RNA gene, partial sequence"	Order_Paludibaculum
ASV1281	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea		"Sonchus asper isolate VIL-1 chloroplast, complete genome"	Mobilitalea
ASV1282	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Dietzia cinnamea strain 55 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1283	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		"Hesperocyparis glabra clone HesN57 small subunit ribosomal RNA (rrnS) gene, complete sequence; mitochondrial"	Dietzia
ASV1284	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Teesdalia nudicaulis chloroplast, complete genome"	Family_Mitochondria
ASV1285	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone OTU_8236 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV1286	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Family_Sphingomonadaceae		"PREDICTED: Apis cerana uncharacterized LOC114577886 (LOC114577886), ncRNA"	Family_Sphingomonadaceae
ASV1287	Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria	Kingdom_Bacteria		"Agrococcus sp. Ch53 gene for 16S ribosomal RNA, partial sequence"	Kingdom_Bacteria
ASV1288	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus		"Paenibacillus qinlingensis strain JBRI-MO-0042 16S ribosomal RNA gene, partial sequence"	Agrococcus
ASV1289	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	alginolyticus	"Uncultured bacterium clone 14.2G_22704 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV1290	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Family_WD2101 soil group		"Carbophilus carboxidus strain QMA62 16S ribosomal RNA gene, partial sequence"	Family_WD2101 soil group
ASV1291	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter		"Uncultured bacterium clone A316 16S ribosomal RNA gene, partial sequence"	Aminobacter
ASV1292	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus		"Uncultured Legionella sp. gene for 16S ribosomal RNA, partial sequence, clone: OIPH-co36"	Thermus
ASV1293	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	lytica	"Kineococcus sp. strain T90 16S ribosomal RNA gene, partial sequence"	Legionella
ASV1294	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus		"Cannabis sativa mitochondrion, complete genome"	Kineococcus
ASV1295	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone CP_Otu4287 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV1296	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	gobiensis	"Uncultured bacterium clone OTU976 16S ribosomal RNA gene, partial sequence"	Deinococcus
ASV1297	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas		"Uncultured beta proteobacterium clone NS-OTU19 16S ribosomal RNA gene, partial sequence"	Cellulomonas
ASV1298	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Inhella		"Teesdalia nudicaulis chloroplast, complete genome"	Inhella
ASV1299	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Curtobacterium sp. BA-222 gene for 16S ribosomal RNA, partial sequence"	Order_Chloroplast
ASV1300		Kingdom_	Kingdom_	Kingdom_	Kingdom_	Kingdom_		uncultured bacterium partial 16S rRNA gene	Kingdom_
ASV1301	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Family_Microbacteriaceae		uncultured bacterium partial 16S rRNA gene	Family_Microbacteriaceae
ASV1302	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Family_Thioalkalispiraceae		"Uncultured bacterium clone BOTU1127 16S ribosomal RNA gene, partial sequence"	Family_Thioalkalispiraceae
ASV1303	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella		"Uncultured bacterium clone A1375 16S ribosomal RNA gene, partial sequence"	Dokdonella
ASV1304	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	elegans	"Uncultured microorganism clone uncultured_Bacillales_OTU0033 16S ribosomal RNA gene, partial sequence"	Granulicatella
ASV1305	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured Phenylobacterium sp. clone OTU_14104 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV1306	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Family_Planococcaceae		"Mycobacterium sp. SO-241 gene for 16S ribosomal RNA, partial sequence"	Family_Planococcaceae
ASV1307	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Family_Caulobacteraceae		"Teesdalia nudicaulis chloroplast, complete genome"	Family_Caulobacteraceae
