	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV409	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		Plantago coronopus mitochondrial partial 18S rRNA gene	Family_Mitochondria
ASV410	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		"Uncultured bacterium clone SD25 16S ribosomal RNA gene, partial sequence"	Acidiphilium
ASV411	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella		"Uncultured Chroococcidiopsis sp. clone OTU_41 16S ribosomal RNA gene, partial sequence"	Aliterella
ASV412	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus		"Oceanobacillus halophilum 16S ribosomal RNA gene, partial sequence"	Oceanobacillus
ASV413	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia		"Gordonia bronchialis strain FDAARGOS_676 chromosome, complete genome"	Gordonia
ASV414	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		"Uncultured bacterium clone OTU_3969 16S ribosomal RNA gene, partial sequence"	Haliangium
ASV415	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV416	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium		"Uncultured bacterium clone A23 16S ribosomal RNA gene, partial sequence"	Brachybacterium
ASV417	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		"Uncultured bacterium clone 16S_rRNA_OTU_822770 16S ribosomal RNA gene, partial sequence"	Bifidobacterium
ASV418	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		"Bacillus paramycoides strain SDB4 16S ribosomal RNA gene, partial sequence"	Bacillus
ASV419	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Bacillus sp. (in: Bacteria) strain Soil_DNRA_Lac_139 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV420	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter		"Uncultured prokaryote clone 27045 16S ribosomal RNA gene, partial sequence"	Turicibacter
ASV421	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus		"Jeotgalicoccus sp. strain 3a6R-BL04 16S ribosomal RNA gene, partial sequence"	Jeotgalicoccus
ASV422	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus		"Uncultured bacterium clone SD26 16S ribosomal RNA gene, partial sequence"	Fimbriiglobus
ASV423	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis		"Uncultured bacterium clone denovo25048 16S ribosomal RNA gene, partial sequence"	Rhizorhapis
ASV424	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Uncultured bacterium clone A720 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV425	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus		"Psychrobacillus psychrodurans strain MPF7 16S ribosomal RNA gene, partial sequence"	Psychrobacillus
ASV426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia		"Kaistia terrae strain L-6 16S ribosomal RNA gene, partial sequence"	Kaistia
ASV427	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus		"Bacillus sp. (in: Bacteria) strain T209 16S ribosomal RNA gene, partial sequence"	Solibacillus
ASV428	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella		"Uncultured bacterium clone RodSwRt14ar_H01 16S ribosomal RNA gene, partial sequence"	Friedmanniella
ASV429	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Uncultured bacterium clone OTU271_Control_WM4_BS.31760 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV430	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Corynebacterium mucifaciens strain XM12 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV431	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges		"Bacterium strain BH2S2 16S ribosomal RNA gene, partial sequence"	Alkanindiges
ASV432	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV433	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas viridiflava strain XJ-4 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV434	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Order_0319-6G20	Order_0319-6G20		"Uncultured bacterium clone ASBud46 16S ribosomal RNA gene, partial sequence"	Order_0319-6G20
ASV435	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	ginsengisoli	"Uncultured bacterium clone OTU_240 16S ribosomal RNA gene, partial sequence"	Dyella
ASV436	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	lylae	"Micrococcus lylae strain EGI316 16S ribosomal RNA gene, partial sequence"	Micrococcus
ASV437	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence"	Lactobacillus
ASV438	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	butyricum	"Uncultured bacterium clone A1011 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV439	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas		"Stenotrophomonas rhizophila strain LA-3 16S ribosomal RNA gene, partial sequence"	Stenotrophomonas
ASV440	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella		"Uncultured bacterium clone A1283 16S ribosomal RNA gene, partial sequence"	Raoultella
ASV441	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV442	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycolicibacterium sp. strain S20 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV443	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum	"Uncultured Fusobacterium sp. clone OTU_368 16S ribosomal RNA gene, partial sequence."	Fusobacterium
ASV444	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter		"Salmonella sp. strain Bee15 16S ribosomal RNA gene, partial sequence"	Phaseolibacter
ASV445	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	Class_BD2-11 terrestrial group	Class_BD2-11 terrestrial group	Class_BD2-11 terrestrial group		"Uncultured bacterium clone A1111 16S ribosomal RNA gene, partial sequence"	Class_BD2-11 terrestrial group
ASV446	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Uncultured Clostridiales bacterium clone OTU195 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV447	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus		"Uncultured bacterium clone A827 16S ribosomal RNA gene, partial sequence"	Blastococcus
ASV448	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone 10706 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV449	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		"Deinococcus sp. HM2-7 gene for 16S ribosomal RNA, partial sequence"	Deinococcus
ASV450	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Sphingomonas sp. strain HM7 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV451	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		Uncultured Chloroflexi bacterium 16S rRNA gene from clone QEDT2BD06	Family_JG30-KF-CM45
ASV452	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus		"Uncultured bacterium clone BGR15054 16S ribosomal RNA gene, partial sequence"	Blastococcus
ASV453	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	resinae	"Uncultured bacterium clone OTU59 16S ribosomal RNA gene, partial sequence"	Ammoniphilus
ASV454	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium		Curtobacterium sp. Csp2 chromosome	Curtobacterium
ASV455	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone 2552 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV456	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		"Polaromonas sp. strain 2746 16S ribosomal RNA gene, partial sequence"	Polaromonas
ASV457	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Raineyella		"Uncultured archaeon clone OTU_194 16S ribosomal RNA gene, partial sequence"	Raineyella
ASV458	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides sp. CB 286533 partial 16S rRNA gene, strain CB 286533"	Nocardioides
ASV459	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV460	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Uncultured bacterium clone MS7-19 16S ribosomal RNA gene, partial sequence"	Family_Mitochondria
ASV461	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	thermophilus	"Uncultured bacterium clone 943 16S ribosomal RNA gene, partial sequence"	Sphaerobacter
ASV462	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Knoellia		"Janibacter limosus strain BaMeOD-103 16S ribosomal RNA gene, partial sequence"	Knoellia
ASV463	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Bacterium strain BH2S2 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV464	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Snodgrassella		"Uncultured bacterium clone HUSOE0I01BC4E4 16S ribosomal RNA gene, partial sequence"	Snodgrassella
ASV465	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Order_Rhizobiales	Order_Rhizobiales		"Uncultured bacterium clone N74-I09 16S ribosomal RNA gene, partial sequence"	Order_Rhizobiales
ASV466	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw : Light-DNA fraction (DNA-SIP technique)"	Conexibacter
ASV467	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		"Uncultured bacterium clone Madera587 16S ribosomal RNA gene, partial sequence"	Bdellovibrio
ASV468	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	glaucum	"Uncultured microorganism clone uncultured_Corynebacterium_sp._OTU0500 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV469	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Uncultured bacterium clone ASV163 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12		"Salinarimonas sp. Ri3Pw_6150 gene for 16S rRNA, partial sequence"	1174-901-12
ASV471	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12		"Uncultured bacterium clone OTU1363 16S ribosomal RNA gene, partial sequence"	1174-901-12
ASV472	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella		"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw and a tropical peregrine endogeic earthworm, Pontoscolex corethrurus: Light-DNA fraction (DNA-SIP technique)"	Luedemannella
ASV473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	jatrophae	"Uncultured bacterium clone OTU153_Y_1_A_1141849 16S ribosomal RNA gene, partial sequence"	Aureimonas
ASV474	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Peronospora effusa isolate R14 mitochondrion, complete genome"	Family_Mitochondria
ASV475	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		"Uncultured bacterium clone A765 16S ribosomal RNA gene, partial sequence"	Rhodococcus
ASV476	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Schistochila macrodonta voucher 16-8781 chloroplast, complete genome"	Order_Chloroplast
ASV477	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Franconibacter		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SEL05.1K805"	Franconibacter
ASV478	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter		"Arthrobacter subterraneus strain NB71 16S ribosomal RNA gene, partial sequence"	Arthrobacter
ASV479	Bacteria	Chloroflexi	KD4-96	Class_KD4-96	Class_KD4-96	Class_KD4-96		"Uncultured bacterium clone LMP12_16S_OTU_1295 16S ribosomal RNA gene, partial sequence"	Class_KD4-96
ASV480	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Peronospora effusa isolate R14 mitochondrion, complete genome"	Family_Mitochondria
ASV481	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	satyanarayanai	"Georgenia satyanarayanai strain YJGH907 16S ribosomal RNA gene, partial sequence"	Georgenia
ASV482	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	marinum	"Uncultured prokaryote clone Otu01102 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV483	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Uncultured Actinomycetales bacterium clone 164-10 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV484	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus		"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw : Heavy-DNA fraction (DNA-SIP technique)"	Acidothermus
ASV485	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Garicola		"Uncultured bacterium clone rRNA103 16S ribosomal RNA gene, partial sequence"	Garicola
ASV486	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans		"Frondihabitans sp. LE-207 gene for 16S ribosomal RNA, partial sequence"	Frondihabitans
ASV487	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Uncultured bacterium clone ASV127 16S ribosomal RNA gene, partial sequence"	Marmoricola
ASV488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Uncultured prokaryote clone Illumina_1941 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV489	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	disporicum	"Uncultured Firmicutes bacterium clone OTU36 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV490	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora	mayteni	"Plantactinospora sp. strain H421-3 16S ribosomal RNA gene, partial sequence"	Plantactinospora
ASV491	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus		"Uncultured Actinobacteridae bacterium clone DY14-276 16S ribosomal RNA gene, partial sequence"	Geodermatophilus
ASV492	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Bacillus sp. (in: Bacteria) strain RPS23 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV493	Bacteria	Firmicutes	Bacilli	Class_Bacilli	Class_Bacilli	Class_Bacilli		"Uncultured bacterium clone dryAD115 16S ribosomal RNA gene, partial sequence"	Class_Bacilli
ASV494	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Paenibacillus sp. strain T.M2R24 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV495	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		uncultured Solirubrobacterales bacterium partial 16S rRNA gene	Solirubrobacter
ASV496	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Libidibia coriaria mitochondrion, complete genome"	Family_Mitochondria
ASV497	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Echinacanthus longipes voucher IBSC:F.Peng P16102201 chloroplast, complete genome"	Family_Mitochondria
ASV498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylobacterium sp. LE-242 gene for 16S ribosomal RNA, partial sequence"	Methylobacterium-Methylorubrum
ASV499	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Family_Vermiphilaceae		"Uncultured bacterium clone OTU_832 16S ribosomal RNA gene, partial sequence"	Family_Vermiphilaceae
ASV500	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Family_Fimbriimonadaceae		"Uncultured bacterium clone denovo22391 16S ribosomal RNA gene, partial sequence"	Family_Fimbriimonadaceae
ASV501	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1		"Uncultured bacterium clone dongzytff9527 16S ribosomal RNA gene, partial sequence"	PMMR1
ASV502	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone HAV7D9G04CBZX0 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV503	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	Family_Anaerococcus		"Uncultured bacterium clone 1231 16S ribosomal RNA gene, partial sequence"	Family_Anaerococcus
ASV504	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		"Uncultured bacterium clone 2.13G_180755 16S ribosomal RNA gene, partial sequence"	Order_Gaiellales
ASV505	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	endophyticus	"Blastococcus sp. strain isolate_SN27_51.1 16S ribosomal RNA gene, partial sequence"	Blastococcus
ASV506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		"Uncultured prokaryote clone Otu01362 16S ribosomal RNA gene, partial sequence"	Clostridium sensu stricto 1
ASV507	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Order_Enterobacterales	Order_Enterobacterales		"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: SEL05.1K805"	Order_Enterobacterales
ASV508	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone 2007WL_16S_OTU_4912 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV509	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus		"Floricoccus penangensis strain ML061-4 16S ribosomal RNA gene, partial sequence"	Floricoccus
ASV510	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured Cyanothece sp. clone R5-79 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV511	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium		"Uncultured bacterium clone A65 16S ribosomal RNA gene, partial sequence"	Brevibacterium
ASV512	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV513	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone TSCW_OTU_040 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV514	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Peronospora effusa isolate R14 mitochondrion, complete genome"	Family_Mitochondria
ASV515	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus		"Terribacillus sp. strain TC45 16S ribosomal RNA gene, partial sequence"	Terribacillus
ASV516	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter		"Arthrobacter gandavensis strain NB21 16S ribosomal RNA gene, partial sequence"	Arthrobacter
ASV517	Bacteria	Actinobacteriota	Actinobacteria	Class_Actinobacteria	Class_Actinobacteria	Class_Actinobacteria		"Uncultured bacterium clone A2207 16S ribosomal RNA gene, partial sequence"	Class_Actinobacteria
ASV518	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV519	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma		"Uncultured bacterium clone G4TICC404I172S 16S ribosomal RNA gene, partial sequence"	Spirosoma
ASV520	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	cavernae	"Uncultured prokaryote clone A305 16S ribosomal RNA gene, partial sequence"	Beutenbergia
ASV521	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus		"Bacillus sp. (in: Bacteria) PP-18 gene for 16S ribosomal RNA, partial sequence"	Sporolactobacillus
ASV522	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Cuminum cyminum chloroplast, complete genome"	Order_Chloroplast
ASV523	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Chelidonium majus chloroplast, complete genome"	Order_Chloroplast
ASV524	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides sp. strain 137B-18 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV525	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora captiosa culture ICMP:17567 mitochondrion, complete genome"	Family_Mitochondria
ASV526	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora nicotianae mitochondrion, complete genome"	Family_Mitochondria
ASV527	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		"Micromonospora sp. strain T197 16S ribosomal RNA gene, partial sequence"	Micromonospora
ASV528	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	JCM 18997		"Uncultured Solirubrobacterales bacterium clone 1c_87525 16S ribosomal RNA gene, partial sequence"	JCM 18997
ASV529	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	larvae	"Paenibacillus larvae subsp. larvae strain Eric_V chromosome, complete genome"	Paenibacillus
ASV530	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Uncultured bacterium clone ASV126 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV531	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured cyanobacterium clone BNSB05 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV532	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		"Dietzia maris strain 367-2 16S ribosomal RNA gene, partial sequence"	Dietzia
ASV533	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:2278"	Order_Chloroplast
ASV534	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora		"Uncultured archaeon clone OTU_401 16S ribosomal RNA gene, partial sequence"	Longispora
ASV535	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella		"Uncultured Skermanella sp. clone OTU62 16S ribosomal RNA gene, partial sequence"	Skermanella
ASV536	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Uncultured bacterium clone dnOTU_745 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV537	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		"Halomonas sp. PGE1 chromosome, complete genome"	Halomonas
ASV538	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone dongzy2tff26169 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV539	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	alpinus	"Uncultured actinobacterium partial 16S rRNA gene, clone 4D-05-C11"	Nocardioides
ASV540	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Valeriana officinalis isolate B267 chloroplast, complete genome"	Order_Chloroplast
ASV541	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter		"Acidovorax sp. strain C9-1 16S ribosomal RNA gene, partial sequence"	Ramlibacter
ASV542	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		"Bifidobacterium saeculare strain ClaCZ59 16S ribosomal RNA gene, partial sequence"	Bifidobacterium
ASV543	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus		"Uncultured bacterium clone OTU_5267 16S ribosomal RNA gene, partial sequence"	Geodermatophilus
